learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),IBLStreams size,sigmaForKernel,kValue
7830.0,162.96875,0.0,7830.0,77.3,51.50443082865468,7830.0,0.0,5000.0,0.5,9.0
7840.0,163.34375,0.0,7840.0,77.60000000000001,51.95092129818315,7840.0,0.0,5000.0,0.5,9.0
7850.0,163.640625,0.0,7850.0,77.5,51.9559275708917,7850.0,0.0,5000.0,0.5,9.0
7860.0,164.0,0.0,7860.0,77.5,51.80691924124814,7860.0,0.0,5000.0,0.5,9.0
7870.0,164.3125,0.0,7870.0,77.60000000000001,52.108713220988356,7870.0,0.0,5000.0,0.5,9.0
7880.0,164.6875,0.0,7880.0,77.60000000000001,51.93236196648141,7880.0,0.0,5000.0,0.5,9.0
7890.0,165.0,0.0,7890.0,77.2,51.13001131726054,7890.0,0.0,5000.0,0.5,9.0
7900.0,165.34375,0.0,7900.0,77.3,51.474989311671656,7900.0,0.0,5000.0,0.5,9.0
7910.0,165.703125,0.0,7910.0,77.0,50.86750889725329,7910.0,0.0,5000.0,0.5,9.0
7920.0,166.03125,0.0,7920.0,77.10000000000001,51.19643329042598,7920.0,0.0,5000.0,0.5,9.0
7930.0,166.34375,0.0,7930.0,77.4,51.70940170940172,7930.0,0.0,5000.0,0.5,9.0
7940.0,166.703125,0.0,7940.0,77.0,50.79982373502069,7940.0,0.0,5000.0,0.5,9.0
7950.0,167.015625,0.0,7950.0,77.0,50.85470085470085,7950.0,0.0,5000.0,0.5,9.0
7960.0,167.359375,0.0,7960.0,77.10000000000001,51.04745617785379,7960.0,0.0,5000.0,0.5,9.0
7970.0,167.71875,0.0,7970.0,77.10000000000001,51.10181072770755,7970.0,0.0,5000.0,0.5,9.0
7980.0,168.046875,0.0,7980.0,77.0,50.79982373502069,7980.0,0.0,5000.0,0.5,9.0
7990.0,168.390625,0.0,7990.0,76.9,50.71642529804829,7990.0,0.0,5000.0,0.5,9.0
8000.0,168.75,0.0,8000.0,76.9,50.940831669710754,8000.0,0.0,5000.0,0.5,9.0
8010.0,169.046875,0.0,8010.0,76.8,50.87659862793259,8010.0,0.0,5000.0,0.5,9.0
8020.0,169.390625,0.0,8020.0,76.8,50.92709712627389,8020.0,0.0,4998.0,0.5,9.0
8030.0,169.765625,0.0,8030.0,76.9,51.05641860110347,8030.0,0.0,5000.0,0.5,9.0
8040.0,170.09375,0.0,8040.0,76.9,51.00534487146857,8040.0,0.0,5000.0,0.5,9.0
8050.0,170.421875,0.0,8050.0,76.9,50.940831669710754,8050.0,0.0,5000.0,0.5,9.0
8060.0,170.78125,0.0,8060.0,77.4,51.855891475510404,8060.0,0.0,5000.0,0.5,9.0
8070.0,171.125,0.0,8070.0,77.5,52.02558635394456,8070.0,0.0,5000.0,0.5,9.0
8080.0,171.453125,0.0,8080.0,77.4,51.873935264054516,8080.0,0.0,5000.0,0.5,9.0
8090.0,171.828125,0.0,8090.0,77.10000000000001,51.15062672252703,8090.0,0.0,5000.0,0.5,9.0
8100.0,172.15625,0.0,8100.0,77.3,51.524314720378584,8100.0,0.0,5000.0,0.5,9.0
8110.0,172.453125,0.0,8110.0,77.3,51.61936589399739,8110.0,0.0,5000.0,0.5,9.0
8120.0,172.828125,0.0,8120.0,77.3,51.68156662409537,8120.0,0.0,4999.0,0.5,9.0
8130.0,173.140625,0.0,8130.0,77.0,51.0221465076661,8130.0,0.0,4999.0,0.5,9.0
8140.0,173.4375,0.0,8140.0,76.7,50.41540399741224,8140.0,0.0,5000.0,0.5,9.0
8150.0,173.828125,0.0,8150.0,76.3,49.694345389709625,8150.0,0.0,5000.0,0.5,9.0
8160.0,174.140625,0.0,8160.0,76.2,49.5146619603584,8160.0,0.0,4999.0,0.5,9.0
8170.0,174.46875,0.0,8170.0,76.2,49.49066213921901,8170.0,0.0,5000.0,0.5,9.0
8180.0,174.828125,0.0,8180.0,76.0,49.07810146188284,8180.0,0.0,5000.0,0.5,9.0
8190.0,175.15625,0.0,8190.0,75.9,48.845304805569704,8190.0,0.0,5000.0,0.5,9.0
8200.0,175.46875,0.0,8200.0,75.9,48.9112369840247,8200.0,0.0,5000.0,0.5,9.0
8210.0,175.828125,0.0,8210.0,75.5,48.076499211610525,8210.0,0.0,5000.0,0.5,9.0
8220.0,176.125,0.0,8220.0,75.5,48.13014464279665,8220.0,0.0,4997.0,0.5,9.0
8230.0,176.4375,0.0,8230.0,75.4,47.96580126320421,8230.0,0.0,4998.0,0.5,9.0
8240.0,176.8125,0.0,8240.0,75.3,47.87929943025955,8240.0,0.0,5000.0,0.5,9.0
8250.0,177.140625,0.0,8250.0,75.3,47.98247830848286,8250.0,0.0,5000.0,0.5,9.0
8260.0,177.46875,0.0,8260.0,75.3,47.98247830848286,8260.0,0.0,5000.0,0.5,9.0
8270.0,177.796875,0.0,8270.0,75.0,47.38348599137931,8270.0,0.0,5000.0,0.5,9.0
8280.0,178.140625,0.0,8280.0,74.7,46.822374118260306,8280.0,0.0,5000.0,0.5,10.0
8290.0,178.484375,0.0,8290.0,74.5,46.590147453083105,8290.0,0.0,4999.0,0.5,10.0
8300.0,178.84375,0.0,8300.0,74.7,46.87329385578094,8300.0,0.0,5000.0,0.5,10.0
8310.0,179.1875,0.0,8310.0,74.7,47.05163407447094,8310.0,0.0,5000.0,0.5,10.0
8320.0,179.5,0.0,8320.0,74.6,46.9562493473948,8320.0,0.0,5000.0,0.5,10.0
8330.0,179.828125,0.0,8330.0,74.5,46.6142998308406,8330.0,0.0,5000.0,0.5,10.0
8340.0,180.171875,0.0,8340.0,74.3,46.12927297576027,8340.0,0.0,5000.0,0.5,10.0
8350.0,180.515625,0.0,8350.0,74.2,45.9373376024676,8350.0,0.0,5000.0,0.5,10.0
8360.0,180.875,0.0,8360.0,74.2,45.76732923014832,8360.0,0.0,5000.0,0.5,10.0
8370.0,181.21875,0.0,8370.0,73.9,45.13348749211688,8370.0,0.0,5000.0,0.5,10.0
8380.0,181.578125,0.0,8380.0,73.9,44.939961352493945,8380.0,0.0,5000.0,0.5,10.0
8390.0,181.90625,0.0,8390.0,74.0,45.201321912726776,8390.0,0.0,5000.0,0.5,10.0
8400.0,182.234375,0.0,8400.0,74.0,45.44691565253881,8400.0,0.0,5000.0,0.5,10.0
8410.0,182.59375,0.0,8410.0,73.9,45.30686828385106,8410.0,0.0,5000.0,0.5,10.0
8420.0,182.890625,0.0,8420.0,74.1,45.79321892005023,8420.0,0.0,5000.0,0.5,10.0
8430.0,183.203125,0.0,8430.0,74.0,45.63512807109253,8430.0,0.0,5000.0,0.5,10.0
8440.0,183.546875,0.0,8440.0,74.0,45.71843735907672,8440.0,0.0,5000.0,0.5,10.0
8450.0,183.90625,0.0,8450.0,74.1,46.070878274268104,8450.0,0.0,5000.0,0.5,10.0
8460.0,184.1875,0.0,8460.0,74.5,46.76142437199359,8460.0,0.0,5000.0,0.5,11.0
8470.0,184.5,0.0,8470.0,74.5,46.7289485338971,8470.0,0.0,5000.0,0.5,11.0
8480.0,184.84375,0.0,8480.0,74.4,46.69620585259002,8480.0,0.0,5000.0,0.5,11.0
8490.0,185.21875,0.0,8490.0,74.0,45.894427542233565,8490.0,0.0,5000.0,0.5,11.0
8500.0,185.5625,0.0,8500.0,74.5,46.84133284413462,8500.0,0.0,5000.0,0.5,11.0
8510.0,185.875,0.0,8510.0,74.6,47.15907199680458,8510.0,0.0,5000.0,0.5,11.0
8520.0,186.234375,0.0,8520.0,74.4,46.617732921845025,8520.0,0.0,5000.0,0.5,11.0
8530.0,186.578125,0.0,8530.0,74.7,47.258703356264334,8530.0,0.0,5000.0,0.5,11.0
8540.0,186.890625,0.0,8540.0,74.8,47.62548061934947,8540.0,0.0,5000.0,0.5,11.0
8550.0,187.1875,0.0,8550.0,74.7,47.40343436863332,8550.0,0.0,4998.0,0.5,11.0
8560.0,187.546875,0.0,8560.0,75.0,48.02408356064134,8560.0,0.0,5000.0,0.5,11.0
8570.0,187.859375,0.0,8570.0,75.0,48.13084306052923,8570.0,0.0,5000.0,0.5,11.0
8580.0,188.171875,0.0,8580.0,74.8,47.73345722439769,8580.0,0.0,5000.0,0.5,11.0
8590.0,188.546875,0.0,8590.0,74.7,47.51255134641716,8590.0,0.0,5000.0,0.5,11.0
8600.0,188.859375,0.0,8600.0,75.0,48.07654763042134,8600.0,0.0,5000.0,0.5,11.0
8610.0,189.203125,0.0,8610.0,75.1,48.27070418321727,8610.0,0.0,4997.0,0.5,11.0
8620.0,189.59375,0.0,8620.0,75.3,48.6230135618604,8620.0,0.0,5000.0,0.5,12.0
8630.0,189.90625,0.0,8630.0,75.2,48.51887987046686,8630.0,0.0,5000.0,0.5,12.0
8640.0,190.25,0.0,8640.0,75.1,48.29777161319259,8640.0,0.0,4998.0,0.5,12.0
8650.0,190.625,0.0,8650.0,75.5,49.08392631508946,8650.0,0.0,5000.0,0.5,12.0
8660.0,190.96875,0.0,8660.0,75.7,49.43778142140176,8660.0,0.0,5000.0,0.5,12.0
8670.0,191.3125,0.0,8670.0,75.5,49.08392631508946,8670.0,0.0,4999.0,0.5,12.0
8680.0,191.6875,0.0,8680.0,75.3,48.66828489725345,8680.0,0.0,5000.0,0.5,12.0
8690.0,191.984375,0.0,8690.0,75.7,49.40999142259937,8690.0,0.0,5000.0,0.5,12.0
8700.0,192.28125,0.0,8700.0,75.6,49.23329796309011,8700.0,0.0,5000.0,0.5,12.0
8710.0,192.609375,0.0,8710.0,75.4,48.771345272802996,8710.0,0.0,5000.0,0.5,12.0
8720.0,192.921875,0.0,8720.0,75.3,48.723271745899936,8720.0,0.0,5000.0,0.5,11.0
8730.0,193.265625,0.0,8730.0,75.5,49.07503637497402,8730.0,0.0,5000.0,0.5,11.0
8740.0,193.609375,0.0,8740.0,75.5,49.07503637497402,8740.0,0.0,4997.0,0.5,11.0
8750.0,193.984375,0.0,8750.0,75.6,49.22421255909968,8750.0,0.0,5000.0,0.5,11.0
8760.0,194.265625,0.0,8760.0,75.3,48.49230512574552,8760.0,0.0,5000.0,0.5,11.0
8770.0,194.59375,0.0,8770.0,75.3,48.328521819170746,8770.0,0.0,5000.0,0.5,11.0
8780.0,194.96875,0.0,8780.0,75.3,48.42562432138979,8780.0,0.0,5000.0,0.5,11.0
8790.0,195.3125,0.0,8790.0,75.1,48.09472192112066,8790.0,0.0,5000.0,0.5,11.0
8800.0,195.640625,0.0,8800.0,75.2,48.269532423322104,8800.0,0.0,5000.0,0.5,11.0
8810.0,196.0,0.0,8810.0,75.0,47.832982075412644,8810.0,0.0,5000.0,0.5,11.0
8820.0,196.328125,0.0,8820.0,75.0,47.832982075412644,8820.0,0.0,5000.0,0.5,10.0
8830.0,196.609375,0.0,8830.0,75.3,48.473393913602195,8830.0,0.0,5000.0,0.5,10.0
8840.0,196.96875,0.0,8840.0,75.1,48.16991940318391,8840.0,0.0,5000.0,0.5,10.0
8850.0,197.3125,0.0,8850.0,75.3,48.45489908011821,8850.0,0.0,5000.0,0.5,10.0
8860.0,197.640625,0.0,8860.0,75.3,48.43682153712549,8860.0,0.0,5000.0,0.5,10.0
8870.0,198.0,0.0,8870.0,75.2,48.16486915809715,8870.0,0.0,5000.0,0.5,10.0
8880.0,198.328125,0.0,8880.0,75.0,47.7654039823656,8880.0,0.0,5000.0,0.5,10.0
8890.0,198.640625,0.0,8890.0,75.1,47.92233107175424,8890.0,0.0,5000.0,0.5,10.0
8900.0,198.984375,0.0,8900.0,74.8,47.279231783091696,8900.0,0.0,5000.0,0.5,10.0
8910.0,199.359375,0.0,8910.0,74.9,47.5531781520331,8910.0,0.0,5000.0,0.5,10.0
8920.0,199.65625,0.0,8920.0,74.6,46.92388383435237,8920.0,0.0,4999.0,0.5,10.0
8930.0,199.984375,0.0,8930.0,74.5,46.6812753002576,8930.0,0.0,5000.0,0.5,11.0
8940.0,200.3125,0.0,8940.0,74.6,46.89236713682951,8940.0,0.0,4997.0,0.5,11.0
8950.0,200.671875,0.0,8950.0,74.3,46.268032615513285,8950.0,0.0,4994.0,0.5,11.0
8960.0,201.0,0.0,8960.0,74.3,46.36805288902987,8960.0,0.0,5000.0,0.5,11.0
8970.0,201.328125,0.0,8970.0,74.2,46.26231488617192,8970.0,0.0,5000.0,0.5,11.0
8980.0,201.703125,0.0,8980.0,73.9,45.76916363999035,8980.0,0.0,5000.0,0.5,11.0
8990.0,202.015625,0.0,8990.0,74.2,46.26231488617192,8990.0,0.0,5000.0,0.5,11.0
9000.0,202.34375,0.0,9000.0,74.1,45.97007701871647,9000.0,0.0,5000.0,0.5,11.0
9010.0,202.65625,0.0,9010.0,73.7,45.03335618385192,9010.0,0.0,4999.0,0.5,11.0
9020.0,202.984375,0.0,9020.0,73.9,45.36777326579312,9020.0,0.0,5000.0,0.5,11.0
9030.0,203.328125,0.0,9030.0,73.6,44.70300907792267,9030.0,0.0,5000.0,0.5,11.0
9040.0,203.6875,0.0,9040.0,73.7,45.001631130331496,9040.0,0.0,5000.0,0.5,11.0
9050.0,204.046875,0.0,9050.0,73.6,44.82896980639984,9050.0,0.0,5000.0,0.5,10.0
9060.0,204.3125,0.0,9060.0,73.3,44.18616318544408,9060.0,0.0,5000.0,0.5,10.0
9070.0,204.609375,0.0,9070.0,73.3,44.122620502603425,9070.0,0.0,5000.0,0.5,10.0
9080.0,204.90625,0.0,9080.0,73.3,44.090794873942535,9080.0,0.0,5000.0,0.5,10.0
9090.0,205.3125,0.0,9090.0,73.4,44.151203268624315,9090.0,0.0,5000.0,0.5,10.0
9100.0,205.625,0.0,9100.0,73.4,44.07276427721406,9100.0,0.0,5000.0,0.5,10.0
9110.0,205.96875,0.0,9110.0,73.6,44.35826532676873,9110.0,0.0,5000.0,0.5,10.0
9120.0,206.3125,0.0,9120.0,73.7,44.58678173512903,9120.0,0.0,5000.0,0.5,10.0
9130.0,206.59375,0.0,9130.0,74.0,45.27145359019265,9130.0,0.0,5000.0,0.5,10.0
9140.0,206.90625,0.0,9140.0,74.1,45.29586698658375,9140.0,0.0,5000.0,0.5,10.0
9150.0,207.234375,0.0,9150.0,74.4,45.9276782696857,9150.0,0.0,4999.0,0.5,10.0
9160.0,207.59375,0.0,9160.0,74.6,46.160889913857424,9160.0,0.0,5000.0,0.5,10.0
9170.0,207.921875,0.0,9170.0,74.8,46.604060634055585,9170.0,0.0,5000.0,0.5,10.0
9180.0,208.25,0.0,9180.0,74.9,46.75886645172238,9180.0,0.0,5000.0,0.5,9.0
9190.0,208.609375,0.0,9190.0,75.0,47.23066531577169,9190.0,0.0,5000.0,0.5,9.0
9200.0,208.9375,0.0,9200.0,74.9,46.94657456648376,9200.0,0.0,5000.0,0.5,9.0
9210.0,209.25,0.0,9210.0,75.0,47.24825813748371,9210.0,0.0,5000.0,0.5,9.0
9220.0,209.578125,0.0,9220.0,74.9,47.10890087660148,9220.0,0.0,5000.0,0.5,9.0
9230.0,209.953125,0.0,9230.0,74.8,47.056154091802945,9230.0,0.0,5000.0,0.5,9.0
9240.0,210.296875,0.0,9240.0,75.0,47.30363225523592,9240.0,0.0,4999.0,0.5,9.0
9250.0,210.609375,0.0,9250.0,74.9,46.95016274252864,9250.0,0.0,5000.0,0.5,9.0
9260.0,210.984375,0.0,9260.0,74.9,46.934012126952446,9260.0,0.0,5000.0,0.5,9.0
9270.0,211.296875,0.0,9270.0,75.2,47.4947812353123,9270.0,0.0,5000.0,0.5,8.0
9280.0,211.640625,0.0,9280.0,75.4,47.824759060675994,9280.0,0.0,5000.0,0.5,8.0
9290.0,212.0,0.0,9290.0,75.3,47.51470438241594,9290.0,0.0,5000.0,0.5,8.0
9300.0,212.3125,0.0,9300.0,75.1,47.387104135500394,9300.0,0.0,5000.0,0.5,8.0
9310.0,212.625,0.0,9310.0,75.1,47.314521725883175,9310.0,0.0,5000.0,0.5,8.0
9320.0,212.96875,0.0,9320.0,75.0,46.914906718874086,9320.0,0.0,5000.0,0.5,8.0
9330.0,213.296875,0.0,9330.0,75.2,47.417298860566795,9330.0,0.0,5000.0,0.5,8.0
9340.0,213.625,0.0,9340.0,75.6,48.42746026378086,9340.0,0.0,5000.0,0.5,8.0
9350.0,213.953125,0.0,9350.0,75.7,48.60406091370558,9350.0,0.0,5000.0,0.5,8.0
9360.0,214.3125,0.0,9360.0,75.8,48.93846874485692,9360.0,0.0,5000.0,0.5,8.0
9370.0,214.625,0.0,9370.0,76.0,49.395913720032894,9370.0,0.0,5000.0,0.5,8.0
9380.0,214.953125,0.0,9380.0,75.8,49.09121507909795,9380.0,0.0,5000.0,0.5,8.0
9390.0,215.328125,0.0,9390.0,75.9,49.46529670790522,9390.0,0.0,5000.0,0.5,8.0
9400.0,215.65625,0.0,9400.0,75.6,48.68969461956774,9400.0,0.0,5000.0,0.5,8.0
9410.0,215.96875,0.0,9410.0,75.6,48.724630249946415,9410.0,0.0,5000.0,0.5,8.0
9420.0,216.328125,0.0,9420.0,75.7,48.85287307935171,9420.0,0.0,5000.0,0.5,8.0
9430.0,216.640625,0.0,9430.0,75.8,49.04555159243179,9430.0,0.0,5000.0,0.5,8.0
9440.0,216.984375,0.0,9440.0,75.8,48.95893092160767,9440.0,0.0,5000.0,0.5,9.0
9450.0,217.328125,0.0,9450.0,75.9,49.13680300536069,9450.0,0.0,5000.0,0.5,9.0
9460.0,217.640625,0.0,9460.0,75.5,48.38106153820224,9460.0,0.0,5000.0,0.5,9.0
9470.0,218.0,0.0,9470.0,75.3,47.80263903094648,9470.0,0.0,5000.0,0.5,9.0
9480.0,218.359375,0.0,9480.0,75.1,47.31140020482958,9480.0,0.0,5000.0,0.5,9.0
9490.0,218.703125,0.0,9490.0,75.5,48.15780341439055,9490.0,0.0,4999.0,0.5,9.0
9500.0,219.015625,0.0,9500.0,74.8,46.87243058630068,9500.0,0.0,5000.0,0.5,9.0
9510.0,219.359375,0.0,9510.0,74.9,46.94253728819292,9510.0,0.0,5000.0,0.5,9.0
9520.0,219.703125,0.0,9520.0,74.9,46.92817754321865,9520.0,0.0,5000.0,0.5,9.0
9530.0,220.03125,0.0,9530.0,74.9,46.96809634481302,9530.0,0.0,5000.0,0.5,9.0
9540.0,220.421875,0.0,9540.0,74.7,46.381037961377395,9540.0,0.0,5000.0,0.5,8.0
9550.0,220.75,0.0,9550.0,74.9,46.74937838915809,9550.0,0.0,5000.0,0.5,8.0
9560.0,221.125,0.0,9560.0,74.4,45.78040215692337,9560.0,0.0,4997.0,0.5,8.0
9570.0,221.5,0.0,9570.0,74.1,45.09547875046637,9570.0,0.0,5000.0,0.5,8.0
9580.0,221.84375,0.0,9580.0,74.2,45.201522463127844,9580.0,0.0,4995.0,0.5,8.0
9590.0,222.140625,0.0,9590.0,74.2,45.084884295128305,9590.0,0.0,5000.0,0.5,8.0
9600.0,222.484375,0.0,9600.0,74.0,44.76382285333095,9600.0,0.0,5000.0,0.5,8.0
9610.0,222.8125,0.0,9610.0,73.9,44.515777927058444,9610.0,0.0,4998.0,0.5,8.0
9620.0,223.125,0.0,9620.0,73.8,44.31432227129552,9620.0,0.0,5000.0,0.5,8.0
9630.0,223.4375,0.0,9630.0,73.8,44.44255954400489,9630.0,0.0,4999.0,0.5,8.0
9640.0,223.765625,0.0,9640.0,74.1,45.101064912161696,9640.0,0.0,5000.0,0.5,8.0
9650.0,224.078125,0.0,9650.0,74.1,45.14571331751949,9650.0,0.0,5000.0,0.5,8.0
9660.0,224.453125,0.0,9660.0,74.1,45.07824759319733,9660.0,0.0,5000.0,0.5,7.0
9670.0,224.796875,0.0,9670.0,74.3,45.53746259673987,9670.0,0.0,5000.0,0.5,7.0
9680.0,225.125,0.0,9680.0,74.4,45.78200979312449,9680.0,0.0,5000.0,0.5,7.0
9690.0,225.46875,0.0,9690.0,74.2,45.58638056632345,9690.0,0.0,5000.0,0.5,7.0
9700.0,225.765625,0.0,9700.0,74.2,45.619182517199505,9700.0,0.0,5000.0,0.5,7.0
9710.0,226.125,0.0,9710.0,74.3,45.7017781083091,9710.0,0.0,5000.0,0.5,7.0
9720.0,226.484375,0.0,9720.0,74.3,45.57390936044048,9720.0,0.0,5000.0,0.5,7.0
9730.0,226.828125,0.0,9730.0,74.1,45.15036001694197,9730.0,0.0,5000.0,0.5,7.0
9740.0,227.1875,0.0,9740.0,74.0,44.961896697713804,9740.0,0.0,5000.0,0.5,7.0
9750.0,227.5625,0.0,9750.0,73.9,44.828694152264354,9750.0,0.0,5000.0,0.5,7.0
9760.0,227.90625,0.0,9760.0,74.0,45.0716603569497,9760.0,0.0,5000.0,0.5,7.0
9770.0,228.25,0.0,9770.0,73.9,44.990557766237266,9770.0,0.0,5000.0,0.5,7.0
9780.0,228.59375,0.0,9780.0,73.6,44.33573982862155,9780.0,0.0,5000.0,0.5,7.0
9790.0,228.90625,0.0,9790.0,73.8,44.68676240219902,9790.0,0.0,5000.0,0.5,8.0
9800.0,229.21875,0.0,9800.0,73.6,44.3188337326629,9800.0,0.0,5000.0,0.5,8.0
9810.0,229.546875,0.0,9810.0,73.4,44.012965418534655,9810.0,0.0,5000.0,0.5,8.0
9820.0,229.9375,0.0,9820.0,73.2,43.583698214887164,9820.0,0.0,5000.0,0.5,8.0
9830.0,230.25,0.0,9830.0,72.89999999999999,42.93775793817906,9830.0,0.0,5000.0,0.5,8.0
9840.0,230.546875,0.0,9840.0,72.89999999999999,42.93775793817906,9840.0,0.0,5000.0,0.5,8.0
9850.0,230.90625,0.0,9850.0,72.89999999999999,42.88291630134214,9850.0,0.0,5000.0,0.5,8.0
9860.0,231.21875,0.0,9860.0,72.7,42.51663438052724,9860.0,0.0,5000.0,0.5,8.0
9870.0,231.515625,0.0,9870.0,72.7,42.71493440545236,9870.0,0.0,5000.0,0.5,8.0
9880.0,231.8125,0.0,9880.0,72.8,43.05024559581586,9880.0,0.0,5000.0,0.5,7.0
9890.0,232.15625,0.0,9890.0,72.6,42.605059971428204,9890.0,0.0,5000.0,0.5,7.0
9900.0,232.484375,0.0,9900.0,72.8,43.07527457808733,9900.0,0.0,5000.0,0.5,7.0
9910.0,232.765625,0.0,9910.0,72.7,42.678850385500475,9910.0,0.0,5000.0,0.5,7.0
9920.0,233.109375,0.0,9920.0,73.1,43.377480655726664,9920.0,0.0,5000.0,0.5,7.0
9930.0,233.453125,0.0,9930.0,73.1,43.48454543926584,9930.0,0.0,5000.0,0.5,7.0
9940.0,233.734375,0.0,9940.0,73.2,43.70694001008234,9940.0,0.0,5000.0,0.5,7.0
9950.0,234.078125,0.0,9950.0,73.6,44.47832761992891,9950.0,0.0,5000.0,0.5,7.0
9960.0,234.4375,0.0,9960.0,73.3,43.81691468587973,9960.0,0.0,5000.0,0.5,7.0
9970.0,234.765625,0.0,9970.0,73.5,44.062143791953396,9970.0,0.0,5000.0,0.5,7.0
9980.0,235.078125,0.0,9980.0,73.6,44.20185402021415,9980.0,0.0,5000.0,0.5,7.0
9990.0,235.453125,0.0,9990.0,73.2,43.46731018305622,9990.0,0.0,5000.0,0.5,7.0
10000.0,235.734375,0.0,10000.0,73.1,43.34217953578499,10000.0,0.0,5000.0,0.5,7.0
