learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),IBLStreams size,sigmaForKernel,kValue
2600.0,19.15625,0.0,2600.0,72.6,40.48032809676073,2600.0,0.0,2270.0,0.5,16.0
2610.0,19.328125,0.0,2610.0,72.8,40.79336885731202,2610.0,0.0,2280.0,0.5,16.0
2620.0,19.453125,0.0,2620.0,72.5,40.448863980874336,2620.0,0.0,2289.0,0.5,16.0
2630.0,19.625,0.0,2630.0,72.7,40.88605950370274,2630.0,0.0,2298.0,0.5,16.0
2640.0,19.78125,0.0,2640.0,73.0,41.552369077306736,2640.0,0.0,2308.0,0.5,16.0
2650.0,19.9375,0.0,2650.0,73.0,41.31659479760746,2650.0,0.0,2317.0,0.5,16.0
2660.0,20.09375,0.0,2660.0,72.8,40.919655075045064,2660.0,0.0,2325.0,0.5,16.0
2670.0,20.234375,0.0,2670.0,72.6,40.61036934281255,2670.0,0.0,2335.0,0.5,16.0
2680.0,20.359375,0.0,2680.0,72.5,40.452990342557705,2680.0,0.0,2339.0,0.5,16.0
2690.0,20.53125,0.0,2690.0,72.39999999999999,40.2149661867979,2690.0,0.0,2343.0,0.5,16.0
2700.0,20.671875,0.0,2700.0,72.8,40.88190290721936,2700.0,0.0,2353.0,0.5,16.0
2710.0,20.828125,0.0,2710.0,72.8,41.04387029651465,2710.0,0.0,2360.0,0.5,16.0
2720.0,21.0,0.0,2720.0,72.89999999999999,41.20199609459752,2720.0,0.0,2370.0,0.5,16.0
2730.0,21.1875,0.0,2730.0,72.89999999999999,41.361283733490275,2730.0,0.0,2380.0,0.5,16.0
2740.0,21.359375,0.0,2740.0,72.89999999999999,41.361283733490275,2740.0,0.0,2385.0,0.5,16.0
2750.0,21.546875,0.0,2750.0,73.1,41.87754960934799,2750.0,0.0,2394.0,0.5,16.0
2760.0,21.71875,0.0,2760.0,72.89999999999999,41.48738632143505,2760.0,0.0,2404.0,0.5,16.0
2770.0,21.890625,0.0,2770.0,73.2,42.04528252924767,2770.0,0.0,2412.0,0.5,16.0
2780.0,22.046875,0.0,2780.0,72.89999999999999,41.564098362069714,2780.0,0.0,2419.0,0.5,16.0
2790.0,22.21875,0.0,2790.0,72.8,41.29251436390871,2790.0,0.0,2429.0,0.5,16.0
2800.0,22.375,0.0,2800.0,72.5,40.623731506991284,2800.0,0.0,2439.0,0.5,16.0
2810.0,22.53125,0.0,2810.0,72.2,40.111762653005826,2810.0,0.0,2449.0,0.5,15.0
2820.0,22.703125,0.0,2820.0,72.0,39.63878122076253,2820.0,0.0,2459.0,0.5,15.0
2830.0,22.859375,0.0,2830.0,72.39999999999999,40.263877826644034,2830.0,0.0,2467.0,0.5,15.0
2840.0,23.046875,0.0,2840.0,72.6,40.45471733376218,2840.0,0.0,2476.0,0.5,15.0
2850.0,23.203125,0.0,2850.0,72.39999999999999,40.380527761936854,2850.0,0.0,2485.0,0.5,15.0
2860.0,23.375,0.0,2860.0,72.2,39.94409183801323,2860.0,0.0,2492.0,0.5,15.0
2870.0,23.546875,0.0,2870.0,72.6,40.36451645199344,2870.0,0.0,2502.0,0.5,15.0
2880.0,23.71875,0.0,2880.0,72.89999999999999,40.83744487621709,2880.0,0.0,2512.0,0.5,15.0
2890.0,23.890625,0.0,2890.0,72.89999999999999,40.753631299572376,2890.0,0.0,2522.0,0.5,15.0
2900.0,24.0625,0.0,2900.0,73.2,41.108220237676676,2900.0,0.0,2532.0,0.5,15.0
2910.0,24.234375,0.0,2910.0,73.3,41.6036043917589,2910.0,0.0,2540.0,0.5,14.0
2920.0,24.375,0.0,2920.0,73.2,41.687663459488164,2920.0,0.0,2547.0,0.5,14.0
2930.0,24.515625,0.0,2930.0,73.3,41.72087134936918,2930.0,0.0,2557.0,0.5,14.0
2940.0,24.671875,0.0,2940.0,73.4,41.92748358250664,2940.0,0.0,2567.0,0.5,14.0
2950.0,24.828125,0.0,2950.0,73.3,41.651077816045735,2950.0,0.0,2577.0,0.5,14.0
2960.0,25.0,0.0,2960.0,73.4,41.81162717440761,2960.0,0.0,2581.0,0.5,14.0
2970.0,25.171875,0.0,2970.0,73.3,41.568843719635495,2970.0,0.0,2588.0,0.5,14.0
2980.0,25.3125,0.0,2980.0,73.4,41.81162717440761,2980.0,0.0,2594.0,0.5,14.0
2990.0,25.484375,0.0,2990.0,73.3,41.8478024132073,2990.0,0.0,2603.0,0.5,14.0
3000.0,25.65625,0.0,3000.0,73.3,41.779328390754465,3000.0,0.0,2612.0,0.5,14.0
3010.0,25.828125,0.0,3010.0,73.5,42.10181341490058,3010.0,0.0,2622.0,0.5,14.0
3020.0,26.0,0.0,3020.0,73.4,41.9071912782165,3020.0,0.0,2632.0,0.5,14.0
3030.0,26.171875,0.0,3030.0,73.2,41.69857292029237,3030.0,0.0,2641.0,0.5,14.0
3040.0,26.359375,0.0,3040.0,73.5,42.29496202355236,3040.0,0.0,2650.0,0.5,14.0
3050.0,26.53125,0.0,3050.0,73.3,42.095492556993655,3050.0,0.0,2653.0,0.5,13.0
3060.0,26.671875,0.0,3060.0,73.2,41.94509912657702,3060.0,0.0,2659.0,0.5,13.0
3070.0,26.84375,0.0,3070.0,73.4,42.191758196382864,3070.0,0.0,2669.0,0.5,13.0
3080.0,27.03125,0.0,3080.0,73.3,42.13966228632848,3080.0,0.0,2678.0,0.5,13.0
3090.0,27.203125,0.0,3090.0,73.7,43.1248053700564,3090.0,0.0,2686.0,0.5,13.0
3100.0,27.328125,0.0,3100.0,73.8,43.3939435840708,3100.0,0.0,2696.0,0.5,13.0
3110.0,27.515625,0.0,3110.0,73.8,43.46747221922538,3110.0,0.0,2704.0,0.5,13.0
3120.0,27.671875,0.0,3120.0,73.8,43.508915673041685,3120.0,0.0,2712.0,0.5,13.0
3130.0,27.875,0.0,3130.0,73.7,43.28327309427485,3130.0,0.0,2716.0,0.5,13.0
3140.0,28.078125,0.0,3140.0,73.8,43.40494839481745,3140.0,0.0,2725.0,0.5,12.0
3150.0,28.28125,0.0,3150.0,73.8,43.43598335031694,3150.0,0.0,2728.0,0.5,12.0
3160.0,28.46875,0.0,3160.0,73.8,43.47796071934004,3160.0,0.0,2735.0,0.5,12.0
3170.0,28.609375,0.0,3170.0,74.3,44.476131217809126,3170.0,0.0,2744.0,0.5,12.0
3180.0,28.796875,0.0,3180.0,74.1,44.3575553416747,3180.0,0.0,2750.0,0.5,12.0
3190.0,28.984375,0.0,3190.0,73.8,43.8028724882887,3190.0,0.0,2752.0,0.5,12.0
3200.0,29.171875,0.0,3200.0,73.8,43.881834849808946,3200.0,0.0,2759.0,0.5,12.0
3210.0,29.328125,0.0,3210.0,74.0,44.047275747937285,3210.0,0.0,2769.0,0.5,12.0
3220.0,29.484375,0.0,3220.0,74.1,44.55528630023207,3220.0,0.0,2778.0,0.5,12.0
3230.0,29.65625,0.0,3230.0,74.3,44.88999442466869,3230.0,0.0,2788.0,0.5,12.0
3240.0,29.84375,0.0,3240.0,74.0,44.172703887727,3240.0,0.0,2797.0,0.5,11.0
3250.0,30.015625,0.0,3250.0,74.2,44.801971724916996,3250.0,0.0,2806.0,0.5,11.0
3260.0,30.21875,0.0,3260.0,74.1,44.63398575447418,3260.0,0.0,2814.0,0.5,11.0
3270.0,30.421875,0.0,3270.0,74.2,44.7224983716705,3270.0,0.0,2818.0,0.5,11.0
3280.0,30.609375,0.0,3280.0,74.2,44.614988300452964,3280.0,0.0,2813.0,0.5,11.0
3290.0,30.75,0.0,3290.0,74.0,44.349315068493155,3290.0,0.0,2821.0,0.5,11.0
3300.0,30.9375,0.0,3300.0,74.1,44.64913105547055,3300.0,0.0,2827.0,0.5,11.0
3310.0,31.125,0.0,3310.0,74.1,44.64913105547055,3310.0,0.0,2837.0,0.5,11.0
3320.0,31.328125,0.0,3320.0,74.2,44.9947339919752,3320.0,0.0,2846.0,0.5,11.0
3330.0,31.5,0.0,3330.0,74.2,45.123896628735515,3330.0,0.0,2854.0,0.5,11.0
3340.0,31.671875,0.0,3340.0,74.2,44.92921910486501,3340.0,0.0,2856.0,0.5,10.0
3350.0,31.84375,0.0,3350.0,74.4,45.392491467576804,3350.0,0.0,2866.0,0.5,10.0
3360.0,32.03125,0.0,3360.0,74.3,45.038494439692045,3360.0,0.0,2873.0,0.5,10.0
3370.0,32.234375,0.0,3370.0,74.3,44.83747445781892,3370.0,0.0,2883.0,0.5,10.0
3380.0,32.421875,0.0,3380.0,74.3,44.70026251237251,3380.0,0.0,2892.0,0.5,10.0
3390.0,32.59375,0.0,3390.0,74.2,44.50562687132188,3390.0,0.0,2897.0,0.5,10.0
3400.0,32.765625,0.0,3400.0,74.2,44.50562687132188,3400.0,0.0,2906.0,0.5,10.0
3410.0,32.953125,0.0,3410.0,74.3,44.741165036853566,3410.0,0.0,2915.0,0.5,10.0
3420.0,33.140625,0.0,3420.0,74.3,44.644518730399426,3420.0,0.0,2923.0,0.5,10.0
3430.0,33.328125,0.0,3430.0,74.4,44.600256223814974,3430.0,0.0,2933.0,0.5,10.0
3440.0,33.53125,0.0,3440.0,74.3,44.4612525392229,3440.0,0.0,2942.0,0.5,11.0
3450.0,33.71875,0.0,3450.0,74.1,43.95686193048056,3450.0,0.0,2950.0,0.5,11.0
3460.0,33.875,0.0,3460.0,74.2,44.07837697242934,3460.0,0.0,2957.0,0.5,11.0
3470.0,34.078125,0.0,3470.0,74.2,44.07837697242934,3470.0,0.0,2966.0,0.5,11.0
3480.0,34.265625,0.0,3480.0,74.3,44.504426689699855,3480.0,0.0,2975.0,0.5,11.0
3490.0,34.453125,0.0,3490.0,74.5,45.006124808060605,3490.0,0.0,2980.0,0.5,11.0
3500.0,34.640625,0.0,3500.0,74.5,44.89346069066863,3500.0,0.0,2986.0,0.5,11.0
3510.0,34.8125,0.0,3510.0,74.6,45.06041191713207,3510.0,0.0,2996.0,0.5,11.0
3520.0,35.0,0.0,3520.0,74.6,45.033066722066415,3520.0,0.0,3003.0,0.5,11.0
3530.0,35.203125,0.0,3530.0,74.7,45.22766241188799,3530.0,0.0,3001.0,0.5,11.0
3540.0,35.40625,0.0,3540.0,75.0,45.80204304618533,3540.0,0.0,3010.0,0.5,11.0
3550.0,35.59375,0.0,3550.0,75.2,46.34844951345832,3550.0,0.0,3019.0,0.5,11.0
3560.0,35.8125,0.0,3560.0,75.1,46.11042817320845,3560.0,0.0,3028.0,0.5,11.0
3570.0,36.03125,0.0,3570.0,75.2,46.13941205087219,3570.0,0.0,3038.0,0.5,11.0
3580.0,36.21875,0.0,3580.0,75.4,46.503364199007486,3580.0,0.0,3046.0,0.5,10.0
3590.0,36.421875,0.0,3590.0,75.4,46.38653997036004,3590.0,0.0,3054.0,0.5,10.0
3600.0,36.640625,0.0,3600.0,75.3,46.1915841023362,3600.0,0.0,3060.0,0.5,10.0
3610.0,36.84375,0.0,3610.0,75.2,45.89877835951135,3610.0,0.0,3068.0,0.5,10.0
3620.0,37.015625,0.0,3620.0,75.4,46.189517893079014,3620.0,0.0,3075.0,0.5,10.0
3630.0,37.21875,0.0,3630.0,75.0,45.441292648541534,3630.0,0.0,3084.0,0.5,10.0
3640.0,37.421875,0.0,3640.0,74.8,45.05230932933291,3640.0,0.0,3089.0,0.5,10.0
3650.0,37.609375,0.0,3650.0,74.8,45.32389085607165,3650.0,0.0,3098.0,0.5,10.0
3660.0,37.78125,0.0,3660.0,75.2,46.209738640060735,3660.0,0.0,3106.0,0.5,10.0
3670.0,37.984375,0.0,3670.0,75.3,46.26322751322752,3670.0,0.0,3113.0,0.5,10.0
3680.0,38.1875,0.0,3680.0,75.2,45.9772668853716,3680.0,0.0,3120.0,0.5,9.0
3690.0,38.359375,0.0,3690.0,75.3,46.289402268457316,3690.0,0.0,3121.0,0.5,9.0
3700.0,38.546875,0.0,3700.0,75.0,45.85556864647585,3700.0,0.0,3131.0,0.5,9.0
3710.0,38.765625,0.0,3710.0,74.8,45.493007098886935,3710.0,0.0,3137.0,0.5,9.0
3720.0,38.96875,0.0,3720.0,74.8,45.65967430306376,3720.0,0.0,3146.0,0.5,9.0
3730.0,39.171875,0.0,3730.0,74.5,45.15893156694912,3730.0,0.0,3155.0,0.5,9.0
3740.0,39.359375,0.0,3740.0,74.7,45.735170473069196,3740.0,0.0,3165.0,0.5,9.0
3750.0,39.5625,0.0,3750.0,74.8,45.86349867881158,3750.0,0.0,3174.0,0.5,9.0
3760.0,39.765625,0.0,3760.0,74.9,45.854761329513686,3760.0,0.0,3182.0,0.5,9.0
3770.0,39.96875,0.0,3770.0,74.9,45.854761329513686,3770.0,0.0,3191.0,0.5,9.0
3780.0,40.171875,0.0,3780.0,75.3,46.66378751889442,3780.0,0.0,3201.0,0.5,9.0
3790.0,40.375,0.0,3790.0,75.2,46.603279592117964,3790.0,0.0,3206.0,0.5,9.0
3800.0,40.578125,0.0,3800.0,75.5,47.203282447354134,3800.0,0.0,3216.0,0.5,9.0
3810.0,40.796875,0.0,3810.0,75.9,48.04018800396706,3810.0,0.0,3226.0,0.5,9.0
3820.0,41.015625,0.0,3820.0,76.0,48.36488812392428,3820.0,0.0,3231.0,0.5,9.0
3830.0,41.234375,0.0,3830.0,75.8,48.27468280838549,3830.0,0.0,3240.0,0.5,9.0
3840.0,41.390625,0.0,3840.0,75.6,48.005455165359706,3840.0,0.0,3248.0,0.5,10.0
3850.0,41.59375,0.0,3850.0,75.6,47.772854727198784,3850.0,0.0,3256.0,0.5,10.0
3860.0,41.796875,0.0,3860.0,76.0,48.45870038613024,3860.0,0.0,3265.0,0.5,10.0
3870.0,42.03125,0.0,3870.0,76.0,48.520831903356445,3870.0,0.0,3268.0,0.5,10.0
3880.0,42.234375,0.0,3880.0,75.9,48.425810206981566,3880.0,0.0,3273.0,0.5,10.0
3890.0,42.46875,0.0,3890.0,75.8,48.373553606171285,3890.0,0.0,3280.0,0.5,10.0
3900.0,42.671875,0.0,3900.0,75.4,47.639967306906414,3900.0,0.0,3290.0,0.5,10.0
3910.0,42.890625,0.0,3910.0,75.6,47.803243900038936,3910.0,0.0,3297.0,0.5,10.0
3920.0,43.09375,0.0,3920.0,75.8,47.920253426072584,3920.0,0.0,3304.0,0.5,10.0
3930.0,43.296875,0.0,3930.0,75.5,47.359374328563455,3930.0,0.0,3313.0,0.5,11.0
3940.0,43.515625,0.0,3940.0,75.1,46.54633509651715,3940.0,0.0,3322.0,0.5,11.0
3950.0,43.71875,0.0,3950.0,75.1,46.54633509651715,3950.0,0.0,3331.0,0.5,11.0
3960.0,43.9375,0.0,3960.0,74.7,45.86614173228347,3960.0,0.0,3341.0,0.5,11.0
3970.0,44.171875,0.0,3970.0,74.7,45.93000393236336,3970.0,0.0,3343.0,0.5,11.0
3980.0,44.40625,0.0,3980.0,74.5,45.50257313340971,3980.0,0.0,3346.0,0.5,11.0
3990.0,44.59375,0.0,3990.0,74.0,44.453939497521795,3990.0,0.0,3355.0,0.5,11.0
4000.0,44.8125,0.0,4000.0,74.1,44.80201184945228,4000.0,0.0,3365.0,0.5,11.0
4010.0,45.03125,0.0,4010.0,74.0,44.50515675158801,4010.0,0.0,3375.0,0.5,11.0
4020.0,45.265625,0.0,4020.0,74.1,44.58233481684354,4020.0,0.0,3385.0,0.5,11.0
4030.0,45.5,0.0,4030.0,74.1,44.46636248241792,4030.0,0.0,3395.0,0.5,10.0
4040.0,45.703125,0.0,4040.0,73.8,43.910908257941315,4040.0,0.0,3404.0,0.5,10.0
4050.0,45.9375,0.0,4050.0,73.9,43.97025486020471,4050.0,0.0,3414.0,0.5,10.0
4060.0,46.15625,0.0,4060.0,73.8,43.827210785175524,4060.0,0.0,3423.0,0.5,10.0
4070.0,46.375,0.0,4070.0,73.7,43.60870012693403,4070.0,0.0,3427.0,0.5,10.0
4080.0,46.609375,0.0,4080.0,73.7,43.54090815415264,4080.0,0.0,3432.0,0.5,10.0
4090.0,46.828125,0.0,4090.0,73.6,43.14070092008684,4090.0,0.0,3434.0,0.5,10.0
4100.0,47.046875,0.0,4100.0,73.6,43.14070092008684,4100.0,0.0,3444.0,0.5,10.0
4110.0,47.265625,0.0,4110.0,73.7,43.263206944756064,4110.0,0.0,3454.0,0.5,10.0
4120.0,47.484375,0.0,4120.0,73.6,43.05042625893073,4120.0,0.0,3459.0,0.5,10.0
4130.0,47.703125,0.0,4130.0,73.7,43.359004841405216,4130.0,0.0,3467.0,0.5,10.0
4140.0,47.9375,0.0,4140.0,73.6,43.165916772512965,4140.0,0.0,3477.0,0.5,10.0
4150.0,48.15625,0.0,4150.0,73.7,43.23822678810376,4150.0,0.0,3485.0,0.5,9.0
4160.0,48.375,0.0,4160.0,73.5,42.972979952312514,4160.0,0.0,3494.0,0.5,9.0
4170.0,48.625,0.0,4170.0,73.4,42.8055388320289,4170.0,0.0,3504.0,0.5,9.0
4180.0,48.828125,0.0,4180.0,73.4,42.639035645742126,4180.0,0.0,3514.0,0.5,9.0
4190.0,49.078125,0.0,4190.0,73.5,42.87758990851792,4190.0,0.0,3513.0,0.5,9.0
4200.0,49.3125,0.0,4200.0,73.7,43.12037717894373,4200.0,0.0,3523.0,0.5,9.0
4210.0,49.53125,0.0,4210.0,73.5,42.812009046492754,4210.0,0.0,3533.0,0.5,9.0
4220.0,49.78125,0.0,4220.0,73.5,42.59347515272302,4220.0,0.0,3541.0,0.5,9.0
4230.0,50.0,0.0,4230.0,73.3,42.30769230769232,4230.0,0.0,3549.0,0.5,9.0
4240.0,50.25,0.0,4240.0,73.6,42.86011116305646,4240.0,0.0,3555.0,0.5,9.0
4250.0,50.5,0.0,4250.0,73.4,42.27831400597181,4250.0,0.0,3565.0,0.5,10.0
4260.0,50.703125,0.0,4260.0,73.3,42.1336431097857,4260.0,0.0,3573.0,0.5,10.0
4270.0,50.953125,0.0,4270.0,73.2,42.04152249134948,4270.0,0.0,3583.0,0.5,10.0
4280.0,51.171875,0.0,4280.0,73.1,42.048343315093284,4280.0,0.0,3590.0,0.5,10.0
4290.0,51.375,0.0,4290.0,73.0,41.63600755705622,4290.0,0.0,3598.0,0.5,10.0
4300.0,51.609375,0.0,4300.0,73.0,41.7098445595855,4300.0,0.0,3606.0,0.5,10.0
4310.0,51.84375,0.0,4310.0,73.1,41.94879408870397,4310.0,0.0,3610.0,0.5,10.0
4320.0,52.109375,0.0,4320.0,73.1,41.80159753533012,4320.0,0.0,3608.0,0.5,10.0
4330.0,52.359375,0.0,4330.0,73.2,41.96747580173665,4330.0,0.0,3618.0,0.5,10.0
4340.0,52.59375,0.0,4340.0,73.4,42.40055434052966,4340.0,0.0,3628.0,0.5,10.0
4350.0,52.828125,0.0,4350.0,73.3,41.90701641398757,4350.0,0.0,3634.0,0.5,10.0
4360.0,53.0625,0.0,4360.0,73.7,42.85242453477963,4360.0,0.0,3643.0,0.5,10.0
4370.0,53.296875,0.0,4370.0,74.0,43.576388888888886,4370.0,0.0,3653.0,0.5,10.0
4380.0,53.53125,0.0,4380.0,73.8,43.263271413784,4380.0,0.0,3663.0,0.5,10.0
4390.0,53.75,0.0,4390.0,73.9,43.35888332363996,4390.0,0.0,3671.0,0.5,10.0
4400.0,53.984375,0.0,4400.0,73.8,43.190688476816604,4400.0,0.0,3677.0,0.5,10.0
4410.0,54.25,0.0,4410.0,73.5,42.46684787800367,4410.0,0.0,3686.0,0.5,10.0
4420.0,54.5,0.0,4420.0,73.9,43.31016507384883,4420.0,0.0,3695.0,0.5,10.0
4430.0,54.734375,0.0,4430.0,73.6,43.02461595569733,4430.0,0.0,3705.0,0.5,10.0
4440.0,54.984375,0.0,4440.0,73.5,42.87758990851792,4440.0,0.0,3713.0,0.5,10.0
4450.0,55.234375,0.0,4450.0,73.6,43.21041830689606,4450.0,0.0,3723.0,0.5,10.0
4460.0,55.484375,0.0,4460.0,73.6,43.34788262711319,4460.0,0.0,3730.0,0.5,10.0
4470.0,55.734375,0.0,4470.0,73.4,42.78019420316043,4470.0,0.0,3735.0,0.5,10.0
4480.0,56.0,0.0,4480.0,73.2,42.23341150503517,4480.0,0.0,3745.0,0.5,10.0
4490.0,56.21875,0.0,4490.0,73.2,42.13562718070957,4490.0,0.0,3754.0,0.5,10.0
4500.0,56.4375,0.0,4500.0,73.4,42.80061930156547,4500.0,0.0,3764.0,0.5,10.0
4510.0,56.6875,0.0,4510.0,73.1,42.20274160972885,4510.0,0.0,3773.0,0.5,10.0
4520.0,56.890625,0.0,4520.0,73.1,42.36570566658668,4520.0,0.0,3779.0,0.5,10.0
4530.0,57.078125,0.0,4530.0,72.89999999999999,42.073718140544976,4530.0,0.0,3787.0,0.5,9.0
4540.0,57.3125,0.0,4540.0,72.89999999999999,41.91230687449629,4540.0,0.0,3793.0,0.5,9.0
4550.0,57.5625,0.0,4550.0,72.8,41.58100695443749,4550.0,0.0,3803.0,0.5,9.0
4560.0,57.796875,0.0,4560.0,73.1,42.22409319747762,4560.0,0.0,3813.0,0.5,9.0
4570.0,58.03125,0.0,4570.0,72.8,41.69596158792764,4570.0,0.0,3822.0,0.5,9.0
4580.0,58.265625,0.0,4580.0,72.8,41.6266422872055,4580.0,0.0,3832.0,0.5,9.0
4590.0,58.484375,0.0,4590.0,73.1,42.154518398733856,4590.0,0.0,3840.0,0.5,9.0
4600.0,58.765625,0.0,4600.0,72.89999999999999,41.773022216492635,4600.0,0.0,3850.0,0.5,9.0
4610.0,58.984375,0.0,4610.0,72.8,41.65694282380397,4610.0,0.0,3857.0,0.5,9.0
4620.0,59.21875,0.0,4620.0,72.89999999999999,41.82352132994435,4620.0,0.0,3866.0,0.5,9.0
4630.0,59.46875,0.0,4630.0,73.3,42.58755934769146,4630.0,0.0,3874.0,0.5,9.0
4640.0,59.734375,0.0,4640.0,73.6,43.14070092008684,4640.0,0.0,3883.0,0.5,9.0
4650.0,59.984375,0.0,4650.0,73.6,43.04551181374157,4650.0,0.0,3887.0,0.5,10.0
4660.0,60.234375,0.0,4660.0,73.5,43.017615082914745,4660.0,0.0,3897.0,0.5,10.0
4670.0,60.46875,0.0,4670.0,73.6,43.27947748367137,4670.0,0.0,3907.0,0.5,10.0
4680.0,60.703125,0.0,4680.0,73.7,43.35412502584603,4680.0,0.0,3913.0,0.5,10.0
4690.0,60.9375,0.0,4690.0,73.9,43.82989712908364,4690.0,0.0,3922.0,0.5,10.0
4700.0,61.203125,0.0,4700.0,74.0,43.790832717194384,4700.0,0.0,3930.0,0.5,10.0
4710.0,61.453125,0.0,4710.0,74.0,43.76773479133504,4710.0,0.0,3940.0,0.5,10.0
4720.0,61.71875,0.0,4720.0,74.1,43.98352812935263,4720.0,0.0,3945.0,0.5,10.0
4730.0,61.96875,0.0,4730.0,74.4,44.63284656377604,4730.0,0.0,3955.0,0.5,10.0
4740.0,62.21875,0.0,4740.0,74.4,44.53880550452355,4740.0,0.0,3961.0,0.5,10.0
4750.0,62.515625,0.0,4750.0,74.2,44.2465942880852,4750.0,0.0,3970.0,0.5,10.0
4760.0,62.765625,0.0,4760.0,74.3,44.623048878239665,4760.0,0.0,3979.0,0.5,10.0
4770.0,63.03125,0.0,4770.0,73.9,43.92161918267372,4770.0,0.0,3976.0,0.5,10.0
4780.0,63.28125,0.0,4780.0,73.9,43.78489213591564,4780.0,0.0,3986.0,0.5,10.0
4790.0,63.53125,0.0,4790.0,73.6,43.04551181374157,4790.0,0.0,3992.0,0.5,10.0
4800.0,63.78125,0.0,4800.0,73.4,42.755319881550854,4800.0,0.0,4001.0,0.5,10.0
4810.0,64.046875,0.0,4810.0,73.3,42.42165463343943,4810.0,0.0,4011.0,0.5,10.0
4820.0,64.265625,0.0,4820.0,73.4,42.56546673115456,4820.0,0.0,4017.0,0.5,10.0
4830.0,64.53125,0.0,4830.0,73.5,42.51626898047723,4830.0,0.0,4027.0,0.5,10.0
4840.0,64.78125,0.0,4840.0,73.7,42.80271067305768,4840.0,0.0,4037.0,0.5,10.0
4850.0,65.046875,0.0,4850.0,73.6,42.80564317653991,4850.0,0.0,4044.0,0.5,10.0
4860.0,65.265625,0.0,4860.0,73.5,42.710134901418186,4860.0,0.0,4049.0,0.5,10.0
4870.0,65.515625,0.0,4870.0,73.3,42.39730755954436,4870.0,0.0,4058.0,0.5,9.0
4880.0,65.796875,0.0,4880.0,73.3,42.30270550609387,4880.0,0.0,4068.0,0.5,9.0
4890.0,66.0625,0.0,4890.0,73.5,42.515770201910655,4890.0,0.0,4076.0,0.5,9.0
4900.0,66.328125,0.0,4900.0,73.9,43.21148825065274,4900.0,0.0,4085.0,0.5,9.0
4910.0,66.59375,0.0,4910.0,73.6,42.60869565217391,4910.0,0.0,4089.0,0.5,9.0
4920.0,66.875,0.0,4920.0,73.3,42.13113474992848,4920.0,0.0,4099.0,0.5,9.0
4930.0,67.140625,0.0,4930.0,73.1,41.822743198235216,4930.0,0.0,4106.0,0.5,9.0
4940.0,67.40625,0.0,4940.0,73.5,42.73489497795834,4940.0,0.0,4116.0,0.5,9.0
4950.0,67.65625,0.0,4950.0,73.6,42.97440328329193,4950.0,0.0,4126.0,0.5,9.0
4960.0,67.953125,0.0,4960.0,73.9,43.5748875821515,4960.0,0.0,4136.0,0.5,9.0
4970.0,68.21875,0.0,4970.0,74.0,43.72002008762361,4970.0,0.0,4144.0,0.5,9.0
4980.0,68.484375,0.0,4980.0,74.1,44.0537084398977,4980.0,0.0,4153.0,0.5,9.0
4990.0,68.765625,0.0,4990.0,74.5,44.94105454074362,4990.0,0.0,4163.0,0.5,8.0
5000.0,69.09375,0.0,5000.0,74.5,44.708494509878754,5000.0,0.0,4171.0,0.5,8.0
5010.0,69.359375,0.0,5010.0,74.5,44.77889904283425,5010.0,0.0,4180.0,0.5,8.0
5020.0,69.640625,0.0,5020.0,74.7,45.11882966446564,5020.0,0.0,4189.0,0.5,8.0
5030.0,69.921875,0.0,5030.0,74.8,45.476968346351065,5030.0,0.0,4197.0,0.5,8.0
5040.0,70.1875,0.0,5040.0,74.9,45.78412144356797,5040.0,0.0,4204.0,0.5,8.0
5050.0,70.453125,0.0,5050.0,74.8,45.7492841919442,5050.0,0.0,4213.0,0.5,8.0
5060.0,70.75,0.0,5060.0,75.1,46.216120475890136,5060.0,0.0,4223.0,0.5,8.0
5070.0,71.015625,0.0,5070.0,75.3,46.6914145120214,5070.0,0.0,4232.0,0.5,8.0
5080.0,71.328125,0.0,5080.0,75.3,46.60152196471809,5080.0,0.0,4241.0,0.5,8.0
5090.0,71.59375,0.0,5090.0,75.1,46.326490140456464,5090.0,0.0,4251.0,0.5,8.0
5100.0,71.875,0.0,5100.0,75.2,46.49729897654512,5100.0,0.0,4259.0,0.5,8.0
5110.0,72.109375,0.0,5110.0,75.0,46.132531210811415,5110.0,0.0,4269.0,0.5,8.0
5120.0,72.40625,0.0,5120.0,75.3,46.7121159820504,5120.0,0.0,4278.0,0.5,8.0
5130.0,72.671875,0.0,5130.0,75.4,46.994410711438434,5130.0,0.0,4284.0,0.5,8.0
5140.0,72.9375,0.0,5140.0,75.5,47.1887151984411,5140.0,0.0,4293.0,0.5,8.0
5150.0,73.21875,0.0,5150.0,75.5,47.27690599364742,5150.0,0.0,4296.0,0.5,9.0
5160.0,73.515625,0.0,5160.0,75.6,47.34093292875056,5160.0,0.0,4306.0,0.5,9.0
5170.0,73.796875,0.0,5170.0,75.5,47.14633346564728,5170.0,0.0,4314.0,0.5,9.0
5180.0,74.0625,0.0,5180.0,75.4,47.25761012653886,5180.0,0.0,4324.0,0.5,9.0
5190.0,74.34375,0.0,5190.0,75.2,46.839296049388004,5190.0,0.0,4333.0,0.5,9.0
5200.0,74.640625,0.0,5200.0,74.9,46.36981325584378,5200.0,0.0,4343.0,0.5,9.0
